Issue ID,K_true,K_pred,Precision,Recall,F1,MRR,NDCG@K,Predicted,True
4139,6,0,0.0,0.0,0.0,0.0,0.0,[],"['112f70d4dc8df3d9ee86342344a98ec1c6cc4a94', '30017889d0dcf39ce3442a0d23e6e28d2eda80cb', '3fbc71f608147ff494a173e3a8f93537d2383aae', '50c7afb76e9e2e16d71687486cfcaa6422b61065', '6ddb266abe808d3f0058afcbf2044932b0d725bd', 'e9d45bf333aa2f959993ca0257ae1c3e0048ed92']"
4150,3,0,0.0,0.0,0.0,0.0,0.0,[],"['359a4b6e58ac49069b24545c6da6aad344df919c', '39deee47bd4f8d76afb039a53f6446adf7c5e183', 'd7b54e0a959d68ed30428d8c4055bdd170d94964']"
4282,1,1,1.0,1.0,1.0,1.0,1.0,['cf7622c13238e5245fae1d05cf03223eef602c50'],['cf7622c13238e5245fae1d05cf03223eef602c50']
4383,2,0,0.0,0.0,0.0,0.0,0.0,[],"['18bc81cac125270834cf0a35b3f7d8755deb596f', '8b4dca3d3e0fa3ed01bd36e6ba69dde9025b4c19']"
4406,4,0,0.0,0.0,0.0,0.0,0.0,[],"['19ce4825443ddae343f6db27633587f874d6ecee', '337af7eceb1814cdb972ca905522b1ada800f5a6', '5cb7b3e43080e62d35be94ac64a9c0a99a56a39f', '6918ff1e4ef82cd96556f40afd06cf80c27660ea']"
4508,7,0,0.0,0.0,0.0,0.0,0.0,[],"['1c7dcefc49f88e314494ac0c0de108caeebaff10', '1f2c1af47a72a71ee02ff9e72b392063c095988e', '57fd11a895acd72bef8945061f794c3b0e38363e', '66e1579b39762a877d5e638a924969c944e87571', '855712c70c2e3de32dcdd02b2093fc26f140ee1e', 'ba7329daffe383ab24b1b778079d31e91944dd5d', 'd6d90daeadd6edc2e34295d5b9d14d80b946ff6f']"
4582,6,0,0.0,0.0,0.0,0.0,0.0,[],"['02f07131bc039033914d17953083ad0edf31929a', '2a670a5be672242fd365dd10761a6985bd84a761', '53540e423a07eccc9aa2364a5899695692737484', '7044db963a4648bc9e0f3de212da66379e38f611', 'a00888d40b7952a3679920d7a95d2b3bb89f5b86', 'c778b887813b2ba542dfc23307725e8a021c6471']"
4618,3,3,1.0,1.0,1.0,1.0,1.0,"['21545789d65d5b22830f27b857898dc9792e4d95', '37ce222a3fab31d071ff2775a5ad9a7e6b65e939', '93383bf4d310abebdf08f88c33b07feb2136e676']","['21545789d65d5b22830f27b857898dc9792e4d95', '37ce222a3fab31d071ff2775a5ad9a7e6b65e939', '93383bf4d310abebdf08f88c33b07feb2136e676']"
4666,1,1,1.0,1.0,1.0,1.0,1.0,['bd94ca72ad4ed8ffda524a6fe366ee8c83043739'],['bd94ca72ad4ed8ffda524a6fe366ee8c83043739']
5394,1,0,0.0,0.0,0.0,0.0,0.0,[],['3b3ab03dd6cbafeb19c87896e0ac295e74a47083']
5604,1,1,1.0,1.0,1.0,1.0,1.0,['3f6ebe519cb5c25d1bc4b29b066062cab39b5c7c'],['3f6ebe519cb5c25d1bc4b29b066062cab39b5c7c']
5732,2,0,0.0,0.0,0.0,0.0,0.0,[],"['7a5ca4f65e4025a1731dcbeafb0b61d9bee9acf3', '801d82d96a5c20f1adf9166cc5c3a1dc593786b5']"
6144,1,1,1.0,1.0,1.0,1.0,1.0,['09b9435491bf12b219e10cdd8b86bf49907b0f73'],['09b9435491bf12b219e10cdd8b86bf49907b0f73']
6434,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.23463936301137822,"['36d78f3aa84949a8575dcc572f06ebb43ef5ece9', 'b9fdc79c518784fd22f089efd27cc7a709df670f', 'f9d210a5c8854a21466f389089c34796b17aae7e']","['464ac3fd00932255cd63838e339bffcdf8ec6420', '5109246f15d8b92712cb17f8a78d779e2f0f1e2d', 'f9d210a5c8854a21466f389089c34796b17aae7e']"
6659,7,0,0.0,0.0,0.0,0.0,0.0,[],"['1d819a783cd7f14dc9e450175236be122a4bb01f', '3fd17816622722a9c9fadfd74a24c2379e6140bb', '41abfe3b5e7e2726207ff30719c2a48e09f5d98f', 'a5a5f5b5e9b1bd74365b348e632d2446414af9a5', 'af6d4dedff89400f6cbadb491f9338ab94b0b5fb', 'b56439780257f55df421271e6af6b9929cba83b4', 'f959284144709d8d45c64e72c74bcc009bcf9443']"
6774,5,0,0.0,0.0,0.0,0.0,0.0,[],"['02c9ff2f97feee469f78d26a2af00a2e27bc99c5', '0f62d7e56188a56b9e00d2c07f3c4b4f9edfa6b8', '7b4d69b4f8d13210c6978dc2d3800ebb25423a58', 'e09ea330d55baf0f045cf530eb2cef12d4968fb6', 'f3d80b9aef99b38cde1e94988f85fc876f71a957']"
6966,1,1,1.0,1.0,1.0,1.0,1.0,['46b68b00b5ddb307ce3ad391a44d8a1d253e7332'],['46b68b00b5ddb307ce3ad391a44d8a1d253e7332']
7022,4,0,0.0,0.0,0.0,0.0,0.0,[],"['3fa49bcf206f432b6cf5742a8a6bfb261241883e', '7e33c32f32afe0c050db39c33136b9454b816ba0', 'd037800e03662f4b1c43a4e02f6b5e1b2ccfff66', 'e7940977d2b4c6ab45c9365205b334bcaf4ea681']"
7115,1,1,1.0,1.0,1.0,1.0,1.0,['db23c9aee51c691b6ee1f94172ff168e0ac12eb2'],['db23c9aee51c691b6ee1f94172ff168e0ac12eb2']
7154,1,1,1.0,1.0,1.0,1.0,1.0,['98294e117f1959ccb8d7a4df568fb2fa4cc95a53'],['98294e117f1959ccb8d7a4df568fb2fa4cc95a53']
7189,7,0,0.0,0.0,0.0,0.0,0.0,[],"['2ae41ffcaca9686a29fd9dea14a460d46b6aa866', '5d2f9b78689c27df6973d5db84c286d9948d3946', '5e06d6389ea3ab0df2b6e4955a598ef44e548aae', '67ef61cc61e6f89eab303f1987861886bacdc41c', '6d3882e43e4fcec7c4f51610a92d2bf9d74723d1', '73f36e71f8869f972e9b3a6abb1822ba6ec134e8', 'bdfdde49b99f958fac6f1496600feabdd802eaac']"
7438,3,0,0.0,0.0,0.0,0.0,0.0,[],"['68ce188e06852aea067af0045f44a42b126e4f85', 'c2da205e36f969fb887d6ff6a3fb4df1c90dbd24', 'dd8b5b92bad12a4e363e7645666d69c5d7bea6be']"
7456,6,0,0.0,0.0,0.0,0.0,0.0,[],"['1bf6da2593e74cbfcac6c7ec0775dc99b614eb82', '76ba39c35e9aeb3fce61acddae5b5761ed1ed0f2', '8d3190925213b806ab509d06a7759ece9d8a09e0', '9e246310b1c9a904f4c2fb368cd4c3b524c05c13', 'ad3527e3552e54dfe03c2c114a572c5aaa93ce03', 'af47e95697e1d8c2be9cb33647c48d81281a9983']"
7524,1,1,1.0,1.0,1.0,1.0,1.0,['10ac833f7000069f83bbe49fb520dd059f941ef5'],['10ac833f7000069f83bbe49fb520dd059f941ef5']
7746,1,1,1.0,1.0,1.0,1.0,1.0,['cbb1d3c9e3c0f1d1cca332b15961bfba740f469b'],['cbb1d3c9e3c0f1d1cca332b15961bfba740f469b']
7771,3,0,0.0,0.0,0.0,0.0,0.0,[],"['7e2dfe93da4c5366def1853abec8648e5ebb6ca0', '852ee3c2f91159c079379224f2cf9b8e98326963', 'e1b62cf866f56651a9b33ea3de3f2a8eba4e3c7a']"
7821,1,1,1.0,1.0,1.0,1.0,1.0,['2c6e9ab69fa42f4b8f00c630a4c028d35671136c'],['2c6e9ab69fa42f4b8f00c630a4c028d35671136c']
8047,1,1,1.0,1.0,1.0,1.0,1.0,['ee57d312999565ad654c5c6c61a94567d6f27cac'],['ee57d312999565ad654c5c6c61a94567d6f27cac']
8151,1,1,0.0,0.0,0.0,0.0,0.0,['265b756a895b87eceb92e06780de835c50bd39c8'],['6f95ce2f1d5939e446bef61d722752d5570f94ff']
8200,1,1,1.0,1.0,1.0,1.0,1.0,['989d24fd728465efe30497e957b983851c84c692'],['989d24fd728465efe30497e957b983851c84c692']
8442,1,1,1.0,1.0,1.0,1.0,1.0,['4050389e6200577fa358930df616a5bb7e0d1ac0'],['4050389e6200577fa358930df616a5bb7e0d1ac0']
8444,1,1,1.0,1.0,1.0,1.0,1.0,['bee4f69f857cec4f98d59489126cbba6fdbc1822'],['bee4f69f857cec4f98d59489126cbba6fdbc1822']
8601,3,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,"['1d6bdf8bf448a07a7f5b6b6574ffbe2fcb07f9d7', '47dc7c7d7e424e33752d810d290edcb6774a6b44', 'e9d86fcd410e67ba9a03c7275cfac1fe8059e772']","['1d6bdf8bf448a07a7f5b6b6574ffbe2fcb07f9d7', '2b36d1023ecba92fc3264f303c455af84c07bb5f', '47dc7c7d7e424e33752d810d290edcb6774a6b44']"
8697,1,1,1.0,1.0,1.0,1.0,1.0,['064c31621a50f01fe106d0665818cacea9162055'],['064c31621a50f01fe106d0665818cacea9162055']
8824,1,1,1.0,1.0,1.0,1.0,1.0,['9e0e375e606d4ea1ffdb1a8930d59edadefd879b'],['9e0e375e606d4ea1ffdb1a8930d59edadefd879b']
8827,1,1,1.0,1.0,1.0,1.0,1.0,['bfa6ee598bdf8cf194d81bbcc7f711c1151e025a'],['bfa6ee598bdf8cf194d81bbcc7f711c1151e025a']
8849,1,1,1.0,1.0,1.0,1.0,1.0,['57f1d54b9cf185ae2e70497c2950f81514dd2814'],['57f1d54b9cf185ae2e70497c2950f81514dd2814']
8951,2,0,0.0,0.0,0.0,0.0,0.0,[],"['7975c8a4fc82f81f9ca5bc305d35904b8583c2b2', '956cf5bf0a8257cb538b011655c4d5d8ba132204']"
9511,2,2,0.5,0.5,0.5,0.5,0.38685280723454163,"['0bbdddad2af2b795a87605fe2888e206f0e9984d', 'f1670882af9f97f00f213d91300cbe44ef717b16']","['4a8c862b6466afef406a600ed062a278d2b7d8bd', 'f1670882af9f97f00f213d91300cbe44ef717b16']"
10006,3,0,0.0,0.0,0.0,0.0,0.0,[],"['9cf762d833d0923866b5bc51b5737dfada8703ac', 'd762091faee265015e53cf0867389570c0ef3b18', 'dbe5420379b307282c7450a703432d09b24e0d74']"
10038,1,1,1.0,1.0,1.0,1.0,1.0,['624ac06132c91efa3a0a15b3856dc8f79b54bbbe'],['624ac06132c91efa3a0a15b3856dc8f79b54bbbe']
10599,1,1,1.0,1.0,1.0,1.0,1.0,['e9d86fcd410e67ba9a03c7275cfac1fe8059e772'],['e9d86fcd410e67ba9a03c7275cfac1fe8059e772']
10822,1,1,1.0,1.0,1.0,1.0,1.0,['a9d239a8958f281b88b926910495056d65c7725d'],['a9d239a8958f281b88b926910495056d65c7725d']
10934,1,1,1.0,1.0,1.0,1.0,1.0,['5729f0186b70a45e09c71e5b3131f9f346ec9adf'],['5729f0186b70a45e09c71e5b3131f9f346ec9adf']
10967,5,0,0.0,0.0,0.0,0.0,0.0,[],"['15cd0414067a7b82493f2544934971adbc81e52b', '1b0d6b64ccb85f24807995089606d29a7ef334be', '1f4260f0c0bdc824b462593e68bd36ab7bdd3311', '410f4c6b95a1f5db5612922ee05713a89e149b01', 'a3f6255b36e077e2f0c77497e2193335690e0433']"
11221,5,0,0.0,0.0,0.0,0.0,0.0,[],"['2c826487541cb94d284c4449bdc91497af6bbd94', '60a596f0a6950a39a5e0c406ca57746253c5b76a', '70c4433b9168c50bbd6f38ce66d2ddeeee55d604', 'dce910d23b4be4093eaa92fc7cb51419fd4c9cad', 'ef4d29beaad2e6423611c829e588dd0829d5d1c0']"
11435,5,5,0.8,0.8,0.8000000000000002,1.0,0.830419897363192,"['38efa71e028a14b77079cdcf8bc9953367950f48', '5f0ee9deda246f5b2490ef5962c8e23a4cc0fb99', 'aae6764abc9eda4616994094c8b56a4070aa982f', 'd671875b54e995b5198a62d741ea8c870b07b4fa', 'f1fceddea8b0f18428b5e527e1a8eca4f95cf646']","['259e0b85b1238cc8e3c40f9a2580dd747232ac39', '38efa71e028a14b77079cdcf8bc9953367950f48', '5f0ee9deda246f5b2490ef5962c8e23a4cc0fb99', 'd671875b54e995b5198a62d741ea8c870b07b4fa', 'f1fceddea8b0f18428b5e527e1a8eca4f95cf646']"
11763,1,1,1.0,1.0,1.0,1.0,1.0,['f25c89b9ba69448ffa1ce6cbba968065fc788463'],['f25c89b9ba69448ffa1ce6cbba968065fc788463']
11814,7,0,0.0,0.0,0.0,0.0,0.0,[],"['3fe077ae89e893c1836418920bf6b55d9fc8fbae', '5c5f6724ac4c8434925623a74e7ec61cc12c44d3', '6efb3f85ed6ff341263738939f4d157067b3ab43', '991a7838e00a696193a29fad9390e4bb979b36f6', 'bf871bc1e4b212c47a604361edc4fcbd1e7af683', 'ed60da35d1ff007e8ff26f5505d3f0f268d7c6c2', 'f5dae6b6ea98b37a475f999b0485def971bb175a']"
12087,1,1,1.0,1.0,1.0,1.0,1.0,['79c802c1ea03b5d70c0ad18fb77f33fad10b4e8e'],['79c802c1ea03b5d70c0ad18fb77f33fad10b4e8e']
12131,4,4,1.0,1.0,1.0,1.0,1.0,"['6d891f62d8db9c3e8c2d26f322edcf3f68f1c3bb', '79964728f522821ccd4dcce2975452974bf0cf28', 'bede003ba5ba2b0f546a230d5a7f9b5148250b47', 'df6224f77d8b74406abcf892eaf863db52a003fd']","['6d891f62d8db9c3e8c2d26f322edcf3f68f1c3bb', '79964728f522821ccd4dcce2975452974bf0cf28', 'bede003ba5ba2b0f546a230d5a7f9b5148250b47', 'df6224f77d8b74406abcf892eaf863db52a003fd']"
12475,1,1,1.0,1.0,1.0,1.0,1.0,['e92c7f503292ae29d31ed18509909f60da847972'],['e92c7f503292ae29d31ed18509909f60da847972']
12870,2,2,0.5,0.5,0.5,0.5,0.38685280723454163,"['a07da0f7edd15c35f98d7f4440fe7d81b6a355fc', 'fb390f280a1baff03204c06b456869c42b21874d']","['44d328168688d6d8465b9774d359092537e24057', 'fb390f280a1baff03204c06b456869c42b21874d']"
12889,2,2,1.0,1.0,1.0,1.0,1.0,"['3e6f2f25696730eedf0aa060b2c345a6f164eea6', '91731dedb61291bd8f00b7ee28490f3be159508f']","['3e6f2f25696730eedf0aa060b2c345a6f164eea6', '91731dedb61291bd8f00b7ee28490f3be159508f']"
12926,4,0,0.0,0.0,0.0,0.0,0.0,[],"['38d2c3dcda956c6f0f617585e76a8d08bdde1584', '3a2100dc4512c741729067e966a9b1d70325769f', 'e70755b3abbe0d708086983d5f43290350a277b7', 'f0fe78a6cfcbd852d3fba8a5c0f4b90d474fb312']"
13075,1,1,1.0,1.0,1.0,1.0,1.0,['6587eb0df37a2b7d5238cf07735801f504be099c'],['6587eb0df37a2b7d5238cf07735801f504be099c']
13077,2,0,0.0,0.0,0.0,0.0,0.0,[],"['9257380e434bd1a4c9745e9a38960c210b5a2cc1', 'f4d4f098d8ceb711f75d071610eb9cfb8ec5b172']"
13133,1,1,1.0,1.0,1.0,1.0,1.0,['bfa6d2989bb8dabe1a578190f4b5356fdfe39209'],['bfa6d2989bb8dabe1a578190f4b5356fdfe39209']
13285,1,1,1.0,1.0,1.0,1.0,1.0,['6304cfbfcec7b3c1768d7a362da9a8be947a5c23'],['6304cfbfcec7b3c1768d7a362da9a8be947a5c23']
13343,4,0,0.0,0.0,0.0,0.0,0.0,[],"['1e58d6d6101c07b29e18554d8ad4ee69b7111ec0', '216f43ab1e4f0c0a97e24d2f3f5b286559029558', '6dde0e6b6955ddbf8cde9bc763e28c47833618a0', 'c98166c2535b7567cdf72d3ee363f5407b347290']"
14067,2,0,0.0,0.0,0.0,0.0,0.0,[],"['02893f7d1d7b1648f7f763187cb03fa43c56154b', '06b55799cae0f322c07e39a1dd05197edf6d6f96']"
14091,2,0,0.0,0.0,0.0,0.0,0.0,[],"['1470de18b28605e84a6a36cb69d3b39aea9e3ebe', 'd275e365951990a9efc33b03b3ff8963e552f6ed']"
14232,2,2,0.0,0.0,0.0,0.0,0.0,"['5cd770575b27ea98306d7bf37d42c9e4cc5efad6', 'c6502ef01874e6c74fe75e3d233eafcbac4222c5']","['8df5a2413493e950cedfc87d24d66dd9a608da92', 'c446bc6c4243880cee3dd73ad9c3335f1a1fdf57']"
14343,3,0,0.0,0.0,0.0,0.0,0.0,[],"['d0121ab122ac6bbdc6c6d1014b43343abc7fcef7', 'd2441c539a44aa0378f40f4a1ff377734ca74e6e', 'f2fae8822975712a3256f8d8d69c0768cd08fd6c']"
14632,1,1,1.0,1.0,1.0,1.0,1.0,['2941052587fca94627a21f0a2e5d2e019f97084a'],['2941052587fca94627a21f0a2e5d2e019f97084a']
14719,1,1,1.0,1.0,1.0,1.0,1.0,['f0c468979f4747882a8e2a681cf8605595243801'],['f0c468979f4747882a8e2a681cf8605595243801']
14762,4,0,0.0,0.0,0.0,0.0,0.0,[],"['0d19cd823cc2d260bd989fdcd47dc8cb1b4a1700', '104aa7d834b5cda5d88871632ec001aa9aec533a', '4f531a3e1b7cdcf649dc439b962e0fff93a50f68', '717917ea28b36d93f99facf503561222c74cc22e']"
14973,1,1,1.0,1.0,1.0,1.0,1.0,['e6c17881b092b41d6b095221429c4a53ae1560ed'],['e6c17881b092b41d6b095221429c4a53ae1560ed']
15069,5,0,0.0,0.0,0.0,0.0,0.0,[],"['0b9565a6aa2adf7be60751d1a8fd046dcb963013', '18c4f8dee1c7c7caab249481e0552578761f401d', '549d3993be9d7457e1f677fd937c545e7ce26d89', '6dc35ef6540c6dc6fc126b3711409d6f5dcef32b', '7f7d9837be12e46c9df56e34d1ddd46d2411ccac']"
15140,2,2,1.0,1.0,1.0,1.0,1.0,"['4c78e6e82bc45eb4bc61a5377adaff27ea19fefe', 'dd207ff6323b68a71cb4f02c76740b2fd486ecb3']","['4c78e6e82bc45eb4bc61a5377adaff27ea19fefe', 'dd207ff6323b68a71cb4f02c76740b2fd486ecb3']"
15273,2,0,0.0,0.0,0.0,0.0,0.0,[],"['1bd155df781605981e37d2c0e774e96de70bc804', 'd0bebae6b3da51b2b5220de7646f95fd5dbb0171']"
