Issue ID,K_true,K_pred,Precision,Recall,F1,MRR,NDCG@K,Predicted,True
28395,3,0,0.0,0.0,0.0,0.0,0.0,[],"['8df25e78c2fb02cac738c983fff45f5947d77671', 'a841e6dc318d6dc263b1cb8d6fdb052c9670e5c9', 'b312e052845878f322a96d25d3efab726340efb3']"
28410,7,0,0.0,0.0,0.0,0.0,0.0,[],"['05d4f3a3c27efd0c0f1ff94053419442bef4039f', '1555b7a2242118f353ae8758bb84d6aefbbab52b', '1b308f984f879e3051e3b8ae7246ceaab0702f95', '1d73c23da38d267fcc27c05e8c97d49fa61eafdc', '5991984b0414aaa0f6e8f8bb9496ff0e2a66c94f', 'd7f0fb52d44b47bddbebbfaa4ed2febfcf23e6e3', 'ef2afbe5f02b048d50cdf455a24f21f62ad20af0']"
28709,1,1,1.0,1.0,1.0,1.0,1.0,['c80e30992e2e55c280b6794f5d2ad9c0922e7822'],['c80e30992e2e55c280b6794f5d2ad9c0922e7822']
28757,5,0,0.0,0.0,0.0,0.0,0.0,[],"['0542f48992dd13d04f8b7c7bc44212a2fa47f622', '5b4b317cc0437b9300bdf5bcb004b4e99978cfbf', '602a3ae3580b6f9145a6bec494901b5f9b4147ec', 'c72b47d7e066ab15469ad1f3e8a943ce32d03804', 'e2e32e99af0525f51b43b749303e46aa3bbacad7']"
28768,1,0,0.0,0.0,0.0,0.0,0.0,[],['8264ddbba1d993b924d5fb25da7480bc4807b4a6']
28852,3,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5307212739772434,"['6722ff197e80c8c797c911a53c0a518b91e0f729', '714d3a9aa047261359a3f599fe1881d12c6d830e', 'ee7e3efa1adb644591df7a3ed1c7db2484a839e0']","['07e26fd014d8c8a811abf12d354945b7865a75cb', '6722ff197e80c8c797c911a53c0a518b91e0f729', '714d3a9aa047261359a3f599fe1881d12c6d830e']"
28972,1,1,0.0,0.0,0.0,0.0,0.0,['bf5f73522ccaae332da2278777c7ea6aa81bcdf8'],['2238308f14a7c82eae751865b31b1ba03c857bef']
29028,1,1,1.0,1.0,1.0,1.0,1.0,['2c9ae818a37fc2369bbb91d2477c231797a24414'],['2c9ae818a37fc2369bbb91d2477c231797a24414']
29085,1,1,1.0,1.0,1.0,1.0,1.0,['e3594675cdf7e40be3084db21e560f0799289f97'],['e3594675cdf7e40be3084db21e560f0799289f97']
29118,2,2,0.5,0.5,0.5,0.5,0.38685280723454163,"['a073e790713ca547eada875c75bbd8073bb634fa', 'ee065c84a7ef27d29bd35ef69c4d50991fd7401f']","['2df09836cc7b83f132ad4915c57d9500e64e61c5', 'ee065c84a7ef27d29bd35ef69c4d50991fd7401f']"
29146,1,1,1.0,1.0,1.0,1.0,1.0,['2f226f047bae48daaf16345e0d6cdc7ea21a7c51'],['2f226f047bae48daaf16345e0d6cdc7ea21a7c51']
29210,1,1,1.0,1.0,1.0,1.0,1.0,['38cccbf276ff64db3b86ba77ee1a35ecc6d29e38'],['38cccbf276ff64db3b86ba77ee1a35ecc6d29e38']
29218,7,0,0.0,0.0,0.0,0.0,0.0,[],"['02db2cae510aa30ebdacd09ea288542eeebf4a2d', '1d089faf10c68e2e1fc481791b842f589c7fbf92', '1d3417cca7206e906d6a72574b13901a3cc259bb', '2c0d4c57f936cd80e92a4bd15e6cda9dd6d32864', '4058defda6f89946179fd1216d1b1c1b057758b7', '668dbc3af939d2d39f39934b18a20d1d0b80347e', '93832ecc3541fbc064086f0ab89c764b1fd4fa2d']"
29220,2,2,1.0,1.0,1.0,1.0,1.0,"['45c921d3efa907a3fd913fc7e4c09389ccf6869f', '5f45dc3ae5230d9b4346c8c02016ee992ed82d13']","['45c921d3efa907a3fd913fc7e4c09389ccf6869f', '5f45dc3ae5230d9b4346c8c02016ee992ed82d13']"
29451,1,1,1.0,1.0,1.0,1.0,1.0,['f9b9d9af7b61c66e3330acba89d9f189fe54f244'],['f9b9d9af7b61c66e3330acba89d9f189fe54f244']
29512,2,2,1.0,1.0,1.0,1.0,1.0,"['838f226365f67411a2a90339431ecd0c461b5c6e', 'aaee776b610d6c627d6602f808ce5371389b6686']","['838f226365f67411a2a90339431ecd0c461b5c6e', 'aaee776b610d6c627d6602f808ce5371389b6686']"
29515,2,2,0.5,0.5,0.5,1.0,0.6131471927654584,"['1d3ba8c6db91c0e781ccab60d02f1fbc243dd6e8', 'be69c8c45f9dbf593b10248cd18be76bd592354e']","['1d3ba8c6db91c0e781ccab60d02f1fbc243dd6e8', '3d9405b2a8622c90f451b5254a64f89fa5e1f203']"
29558,1,1,1.0,1.0,1.0,1.0,1.0,['75ba21ff5c34a3c71e3667879922ce642cd79183'],['75ba21ff5c34a3c71e3667879922ce642cd79183']
29816,1,0,0.0,0.0,0.0,0.0,0.0,[],['d680bf0a57d8d74d41ff0a16f9ea00bd64ac4e66']
29966,1,1,1.0,1.0,1.0,1.0,1.0,['5392bb00e34eab00b56702f256ce02fd64206c84'],['5392bb00e34eab00b56702f256ce02fd64206c84']
30050,1,1,1.0,1.0,1.0,1.0,1.0,['58650378fe781cb9e859bed3a8d7b5872b617160'],['58650378fe781cb9e859bed3a8d7b5872b617160']
30165,3,0,0.0,0.0,0.0,0.0,0.0,[],"['0393feeeb97563a426c2084a569742142786d386', '40d61bb1eb9612ee77151ab5dcd15bfd4e62070b', 'd686972375b7957645582fda4081dcbc7d4c0392']"
30169,3,0,0.0,0.0,0.0,0.0,0.0,[],"['7c7820eb9cbe806ea54326460323b5cf9438eb44', 'eef267f3cd58c50b192bb276bfbd10c7299d9ca4', 'f73ce82fb37c62aac66fb1d06e941932faa0982a']"
30404,1,1,1.0,1.0,1.0,1.0,1.0,['74a103ecf994dd92c8a79341ef3c2b3d4fd0fb80'],['74a103ecf994dd92c8a79341ef3c2b3d4fd0fb80']
30507,1,1,1.0,1.0,1.0,1.0,1.0,['9130e43501250b4a214136cfbb329ac00ca6969e'],['9130e43501250b4a214136cfbb329ac00ca6969e']
30534,1,1,1.0,1.0,1.0,1.0,1.0,['32f38b92c3652058b0191b94105e0b9441ab965e'],['32f38b92c3652058b0191b94105e0b9441ab965e']
30590,1,0,0.0,0.0,0.0,0.0,0.0,[],['022dbfaaa7e2d8f319bc17306fcfae61b4d0defd']
30643,1,1,1.0,1.0,1.0,1.0,1.0,['ee4a1888a48ba03f9289e149714f6c5d05015d28'],['ee4a1888a48ba03f9289e149714f6c5d05015d28']
30760,2,2,0.5,0.5,0.5,1.0,0.6131471927654584,"['9cbe9a1d233bd0453d959e6550d27a5ea8cae615', 'c480fe682d94467042c7956b364db52e120eeada']","['9418802549776f648be81fbbeeae9d673ff5b61a', 'c480fe682d94467042c7956b364db52e120eeada']"
30776,2,2,1.0,1.0,1.0,1.0,1.0,"['88c7c332960b707e7d9c72f05adbc959ae09e11f', '8dd352b06589851860922ff4b60c8c6ec4640664']","['88c7c332960b707e7d9c72f05adbc959ae09e11f', '8dd352b06589851860922ff4b60c8c6ec4640664']"
30787,2,2,0.5,0.5,0.5,0.5,0.38685280723454163,"['19d837d1bf2e4d1abf27ad569e4d81f4a527e7af', '7b4a86b9f23ce6855cd38a717a8329ffa3866a41']","['19d837d1bf2e4d1abf27ad569e4d81f4a527e7af', '1b32f5ddf13350b0af13c1841be93f6273192a0b']"
30850,4,0,0.0,0.0,0.0,0.0,0.0,[],"['683d2ee75afd84eae8a424b5a7c1d127107be6fd', 'e153ffc99ec4c3eeacd3f57414ad5665368a4d92', 'ef21a519df4e5a0b36f25cc5bbb777214ebd121a', 'eff1843e32b626422037e4f8d1b7c56421a2ccb8']"
30852,3,3,1.0,1.0,1.0,1.0,1.0,"['291f41c5f3c6c43511106b701cd698116325f78b', '5b712cad145b2d2fd73bc6b2dee08ae5d301a879', '8145503671c84d5aed5462e9aa32889b4db68f1b']","['291f41c5f3c6c43511106b701cd698116325f78b', '5b712cad145b2d2fd73bc6b2dee08ae5d301a879', '8145503671c84d5aed5462e9aa32889b4db68f1b']"
30867,2,2,1.0,1.0,1.0,1.0,1.0,"['2fa91282f4a3069559bb26554844f9958af4df67', 'e124640ab5aa9e43183524a540fb8742646c9078']","['2fa91282f4a3069559bb26554844f9958af4df67', 'e124640ab5aa9e43183524a540fb8742646c9078']"
30954,1,1,1.0,1.0,1.0,1.0,1.0,['c1825a72a4e53ae63324ab2c831e8b50655ae426'],['c1825a72a4e53ae63324ab2c831e8b50655ae426']
30981,4,0,0.0,0.0,0.0,0.0,0.0,[],"['32f8fe73189492fabb2a1e63a2628937ccd1fc2f', '719c2cea5e22770d202c50d0805f90f25e817411', '9a55f66c6dc3f16ed1b2278971aae38158bb5591', 'c49fa0246714e7f5c6060709d2efc50dbf72c2dc']"
31207,1,1,1.0,1.0,1.0,1.0,1.0,['0b617e027744e57a4c6e0c9523bcd08cff4fc0a8'],['0b617e027744e57a4c6e0c9523bcd08cff4fc0a8']
31313,4,0,0.0,0.0,0.0,0.0,0.0,[],"['7680207a473f30c3cbbed35db4d93a765309544d', '960fe797c88c4d7ff8476df16be21e65a1e31612', 'b4c62714d5bf9954d53582e019af08f6939cef94', 'e86f6fc06764bddd62f3f171efff5ece1903e095']"
31346,2,2,0.5,0.5,0.5,1.0,0.6131471927654584,"['6c3e2e02c846a5498ec1fc1b1f4507d246235a6d', 'e1f90ea8653ef2ecfc96adfa93efcb8e5570524d']","['e1f90ea8653ef2ecfc96adfa93efcb8e5570524d', 'ff049aacdcecfcd707f7949db2be8c2d1b9280a9']"
31375,5,0,0.0,0.0,0.0,0.0,0.0,[],"['10c79d3441270bb4da70bc021e23b54ac931cfa4', '2b1bd56e27c539c09be3121c9718b54fffdffcf7', '78dc7dce841b1fcdf2f36e454417cfc7a781e3a4', '98ac8560832e7bf1ae0b746e6ca5f3ce97a059bc', 'e4fd6607dcb85de4295a22792f61e2094970f077']"
31397,1,1,1.0,1.0,1.0,1.0,1.0,['dac3e6b8947817721fd00e0dac05a8a93fe66fd1'],['dac3e6b8947817721fd00e0dac05a8a93fe66fd1']
31418,2,2,0.0,0.0,0.0,0.0,0.0,"['19044ec97729f1328577ac4930d79a517e713741', '3c9abdca25734f959973a13c595edb41a06fec16']","['60fee6ccf17eafd6e4e5750f18336cfbb4f3794c', '8308c6ba2cfbc7084907a60978a5af3283f387f4']"
31456,1,1,1.0,1.0,1.0,1.0,1.0,['72de0de8f830566a00db9ca0f69ab093bfde35dc'],['72de0de8f830566a00db9ca0f69ab093bfde35dc']
31699,1,1,1.0,1.0,1.0,1.0,1.0,['44f7a4295123d84b671a3132798d20c6d2bc5fda'],['44f7a4295123d84b671a3132798d20c6d2bc5fda']
31854,6,0,0.0,0.0,0.0,0.0,0.0,[],"['57ff525763ece4c5ddb657fd84bc21fb7e6a29a0', '63d2686f2433d85b5bfdc4ea0da2cb16d99c252f', '6687df76b2da9a8336af965962f5f220d0cf9a55', '82d81575d3fd65b4cd075f61f62c7396def54852', '91f41e2ee9bb05cc51c6c63a07df50e0584924d5', 'ed3e6c5d62d5a67635ea60aa99b496c513011113']"
32055,1,1,1.0,1.0,1.0,1.0,1.0,['a7ec9469d9b87f54f45a13b1ad2a37d3f5fbb16b'],['a7ec9469d9b87f54f45a13b1ad2a37d3f5fbb16b']
32069,1,1,1.0,1.0,1.0,1.0,1.0,['56489466e8632986987f1f7674a0d9b8f1eb0300'],['56489466e8632986987f1f7674a0d9b8f1eb0300']
32207,1,1,1.0,1.0,1.0,1.0,1.0,['41f2d9cf5330c715f0aa34cfa8ce3fd830c1e072'],['41f2d9cf5330c715f0aa34cfa8ce3fd830c1e072']
32528,5,0,0.0,0.0,0.0,0.0,0.0,[],"['1346b097c6df194ea2d5b685d24ab143e9a0b501', '40c78161d8c86cb0401b9f3e06fc7175b2bcfca1', '97faf128961f875186c7124d70c5f47597750946', 'fa0159dfe9e67ed032554cb42bf3c4dd725a6232', 'fa1fd55169bc58830405eaed6c0d3f823fe6ced0']"
32603,2,2,0.0,0.0,0.0,0.0,0.0,"['aed09c8f2d64e7ba40cb1aa1966e943c42769b15', 'b63ae21e0c089abdda1b24e4408f5c25528bc469']","['2f76f1c4e2296412cdead9269f7a14140b4f1b92', 'd6d5f9879636c9de95368951e1bdd554d913cc79']"
32636,3,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5307212739772434,"['28a442d30d93ec7bca900caa9d72c5d663d157bd', '2e99b828aca5b5d873be824d30f94bc57e187559', 'fe477f102839095a95ed80f798aa95bd5f9e125e']","['00cc494501d290f24faecf86c7b06c3a41f1c6f7', '28a442d30d93ec7bca900caa9d72c5d663d157bd', '2e99b828aca5b5d873be824d30f94bc57e187559']"
32696,2,0,0.0,0.0,0.0,0.0,0.0,[],"['966f3cc4e45966502c99f29ea81edb9679b46a24', 'a03bcd3defb109cf74f4f3f17e68b7155c41023a']"
32892,3,0,0.0,0.0,0.0,0.0,0.0,[],"['3575bc1025dee8f2a5163fff8f89fe04982a15d3', '3b050245e379693480551d5821ecaafd6f83e846', '7e346ad549a3ab15271c2ed00fa9542867210b57']"
32929,5,5,0.6,0.6,0.6,1.0,0.6843515475204855,"['babd8526db405ad96cf3cf2ec22831387e647d6a', 'd2eac7a9d3a748095214fd40f8ef8a05ded81ff6', 'd5a5c1ad40c3db89eeda28df5913c9f89de29568', 'eb197d93225cdb41643a1615411f22e0904055a7', 'fe477f102839095a95ed80f798aa95bd5f9e125e']","['babd8526db405ad96cf3cf2ec22831387e647d6a', 'cc888a68f73adc7b2a9c2f4d82fb3539b5800d19', 'cd9e30063d3df7afccd5d0548b1b44ed82168667', 'eb197d93225cdb41643a1615411f22e0904055a7', 'fe477f102839095a95ed80f798aa95bd5f9e125e']"
33020,6,0,0.0,0.0,0.0,0.0,0.0,[],"['2edbc3219ef945cb8692968fb5e0303e63780c9c', '7e7247df7dc53d9393a77a975bf035c72cae72bc', '890e41ce1995767fa2151401e3fff5c8cf50deea', 'baea2a20363ebacce2da3f7db937844c0c0a3bef', 'd809b3b0859c8c50ab7299a9ea7e0783e88d3d08', 'fdda1174fca425a5c6956edf62db9f13df10c1b6']"
33022,1,1,1.0,1.0,1.0,1.0,1.0,['3a941c07bcd3ed9730acc08c8c39217e2dcd8157'],['3a941c07bcd3ed9730acc08c8c39217e2dcd8157']
33054,2,2,0.5,0.5,0.5,1.0,0.6131471927654584,"['10653c038236397d95a132bf717516fb489785c0', 'b49ff84b2ff3c40d2b56a9a3a4a5110af7195f19']","['6b240ad0a13380d8a92268ca7147857e1920c140', 'b49ff84b2ff3c40d2b56a9a3a4a5110af7195f19']"
33144,3,0,0.0,0.0,0.0,0.0,0.0,[],"['31bb1bd14b2bfc08e8c87c4856bc6b2d51f3a50d', '33ecf540a414b7f1c4d26bd1561aea9d2f89d637', '490e36f1dad1ce7e2a0564159475fa2ee044c6c2']"
33292,4,0,0.0,0.0,0.0,0.0,0.0,[],"['07f10887e24c474fe21efc0918b60b14873879dc', '41c5dcb362deea0fef12587178cb9546f15fe18d', '5f0e8c92e0fc367c8a92eb4fde29409cd2b378f5', 'e8001129951c4c89f399582b70a4a028a46fffe0']"
33309,1,1,1.0,1.0,1.0,1.0,1.0,['cd02853f7fcf085136909353d5b6fc1c3cbe9879'],['cd02853f7fcf085136909353d5b6fc1c3cbe9879']
33358,3,0,0.0,0.0,0.0,0.0,0.0,[],"['34df8bfc3b53c710ea97ba662d82c9bd9b12fca6', '387e05b3a2c055f5170439fb5e14baf3da717301', '3c798683f63a2a0a7b2659fe91c38ea647a5cb49']"
33449,1,0,0.0,0.0,0.0,0.0,0.0,[],['daf78246ff7d6b19e30f616fc54b29d0f4ac5798']
33471,1,1,1.0,1.0,1.0,1.0,1.0,['4db5b6702ccac1f171c6caf9ce774d550a5c3119'],['4db5b6702ccac1f171c6caf9ce774d550a5c3119']
33646,6,0,0.0,0.0,0.0,0.0,0.0,[],"['3c0090b5727ff4c18adcbbb7f6925262e45615ba', '46649673b6f0736070022840bb9ee6ee12cb46ec', '46acb13a9056ecbf6032ca4741bcd0d6cd356ece', '46ce54fdb19405b8fc6d9dcf3c12227976880e7b', 'a11f575b963a69c136152440c6672c6264b4b47d', 'ccd42a29e2b9458a0357ef56220cf593c4ba3970']"
33794,3,0,0.0,0.0,0.0,0.0,0.0,[],"['056e0eba356be0f3a1cf9683231de600ff040d7d', '9d40a7b32315fa92885fd15b5b883de0a3755cf3', 'd5a5c1ad40c3db89eeda28df5913c9f89de29568']"
33859,1,1,1.0,1.0,1.0,1.0,1.0,['d296daf25942aebc134c7b37cda82a3a5c343a11'],['d296daf25942aebc134c7b37cda82a3a5c343a11']
33920,2,2,1.0,1.0,1.0,1.0,1.0,"['0c8eab67f5fbcd33540f8449c1428147d1080011', 'c9aa10d8e20aa6e17f5fc1d3ae0548507ad78677']","['0c8eab67f5fbcd33540f8449c1428147d1080011', 'c9aa10d8e20aa6e17f5fc1d3ae0548507ad78677']"
33934,1,1,1.0,1.0,1.0,1.0,1.0,['7674326f1909d0d8c78020e714a033a443873cc2'],['7674326f1909d0d8c78020e714a033a443873cc2']
34117,7,0,0.0,0.0,0.0,0.0,0.0,[],"['04895fd733436a264073b1c68924f65c55c8643f', '124306f78e9f1c46c2147ef2704b20bd7fbc83bf', '572fd5df75de6be988e708f9044c0ba846fff2ed', '86747ab5314292f696a4ff4129aac2a3a0970c7e', 'c092da020560dac3685d94cb63bc96df122f8481', 'dcc9de73be54e923579c0f51c647ba156b2046ae', 'fd6307bc7bed683f088f8567f42d2f221d034bd5']"
34173,1,1,1.0,1.0,1.0,1.0,1.0,['d82fb2b4c81f960fe62721e1972652018a3507de'],['d82fb2b4c81f960fe62721e1972652018a3507de']
34300,1,1,1.0,1.0,1.0,1.0,1.0,['d99116a9d4ee65c6e45b99692b723f756d0b175f'],['d99116a9d4ee65c6e45b99692b723f756d0b175f']
34314,1,1,1.0,1.0,1.0,1.0,1.0,['566bb6efa0a7c7f71ccb812f2acab5f618adc95b'],['566bb6efa0a7c7f71ccb812f2acab5f618adc95b']
34343,1,1,0.0,0.0,0.0,0.0,0.0,['b63ae21e0c089abdda1b24e4408f5c25528bc469'],['092bfb6665b68ac27298e594134923359fbbb95e']
34423,2,2,0.5,0.5,0.5,0.5,0.38685280723454163,"['28f57270c52f1cf60f7d8c467926929415f90ac4', '2d33d1d59bbad73929930e80ecc43e3dad002adc']","['2d33d1d59bbad73929930e80ecc43e3dad002adc', '93c0f1bda2a41873c77bab4a1dfcfaa33044e634']"
34435,4,4,1.0,1.0,1.0,1.0,1.0,"['0fb04602176a455e28c3a19ed30082d32ab3e4e2', '43599ba5cf19ae58d6a95366c155649411fef2f6', '6267551f901cfe254e34de629445b9b828a10353', 'd3ee3d4b5f752744c3540f1cf4fe9c14141f36e0']","['0fb04602176a455e28c3a19ed30082d32ab3e4e2', '43599ba5cf19ae58d6a95366c155649411fef2f6', '6267551f901cfe254e34de629445b9b828a10353', 'd3ee3d4b5f752744c3540f1cf4fe9c14141f36e0']"
34722,2,2,0.5,0.5,0.5,1.0,0.6131471927654584,"['55bc4ac390632d76e2ef2d7b28d50f39d4dc1a2f', '907bf601c0cc4a489d1fc0ab417f253d9451a671']","['55bc4ac390632d76e2ef2d7b28d50f39d4dc1a2f', 'bd46c97a0bcb6252b779dc694feebbd478388493']"
34863,1,1,1.0,1.0,1.0,1.0,1.0,['f6ecaec448bb9f6445357f272e9ba6c7c5d3e0fa'],['f6ecaec448bb9f6445357f272e9ba6c7c5d3e0fa']
34941,3,0,0.0,0.0,0.0,0.0,0.0,[],"['77560c8f49b61174142ea66cdbf8d4447b540034', '98bb5d3044ad4bcda6ee038b5bd980d651598270', 'b7e9aa5aba7cfa2e4dbe61273dd4bc507892b141']"
34945,1,1,1.0,1.0,1.0,1.0,1.0,['42cad9c76175abdc5de52fc30be399200998bf16'],['42cad9c76175abdc5de52fc30be399200998bf16']
35019,2,0,0.0,0.0,0.0,0.0,0.0,[],"['9e9db1298896b1ea59cf7fd8b087e9d5df86e6ef', 'fff25639baf8cd5fb752ebdd82f2d820eab536fc']"
35026,2,2,0.0,0.0,0.0,0.0,0.0,"['8f8fb5068462c42d6bf04e6e11e11296571dfa64', 'a7252788eb9a08817ead48501d16ec14f9e2ee46']","['78fcf9b50061e70827ff922391fca552453a68a6', 'f483bd70d889065297b68e6fea1656637e9362bb']"
35055,1,0,0.0,0.0,0.0,0.0,0.0,[],['b946a7849f8f6b71bf1060570f33115dc721723d']
35356,5,0,0.0,0.0,0.0,0.0,0.0,[],"['1e678a8c9e676bc7108061c4200865b45ae711ca', '7b75ef992efb537cefb89201887fedf82d888c74', '9c05bb285c5414dd35706221e1948f96f94fe76f', 'c71efe9e6148e036420ddde70140722dc6246031', 'f2937e1c9207856266022167444f9ef2d7d3c51d']"
35401,2,0,0.0,0.0,0.0,0.0,0.0,[],"['b06cdd947c5371fbd07421727bf7999342521726', 'f3d58270415198dfc93e46f7bbc9ffcdedd834de']"
35691,1,1,0.0,0.0,0.0,0.0,0.0,['03dd6c3f16f32a5cc0739a4cad0e160728bd2c9b'],['b5ced92d8a84952bb3e98f8dd2301c2d1c338e20']
35717,4,0,0.0,0.0,0.0,0.0,0.0,[],"['679f7f97874c528e0d2531c5ba2447ebf34f2126', '9e597bfd1a372df5de6e1cd2db899dddc8367817', 'abb792aaf70f7a42f1665904a1688ee0b6557fe9', 'ce0fd6a8283dddcd6e12fec07e19e1087f7e48e5']"
35773,4,0,0.0,0.0,0.0,0.0,0.0,[],"['2ba21d2b1442993b5b01bf74948e0b84a92a97c7', '4a7f52f0df4a4bc9d71ad118aa470d68413e971a', '703f7d334d5e72ac7139b28e1db2c437663779a1', 'abdfab20aa57ca640a2c46297a82dde5b3ee163b']"
35832,4,4,0.0,0.0,0.0,0.0,0.0,"['a2a4b1a2b7596351e14e3c8f66da9d1a64407945', 'a2f2b2bf489bec67f77647b4ffe68996c91b2652', 'b1fe299b4c121bab22fd57897e9d2170f60b3a9e', 'd9dec2eb4bd6d12c88825c06da719c11d419132f']","['5b4ef05ac1ac6dbcaf5177dfbe0e70da6ade2c36', '8518c5dd779c7acd7fc565b16cee6a91ac6ff784', '86205cc95f9002283ec8902eb2749d47afb3cf57', 'd7baa074165f146dd334f22a5a256a4cd3a18f15']"
